Protocolo,Motivo,Fecha Toma Muestra,Semana Epidemiológica,Rup Toma Muestra,"Rup Toma
 Muestra2",Coordenada X,Coordenada y,Huso,longitude,latitude,Región ,Comuna,Comuna2,Temp Min,Temp Max,Humedad relativa (%),Precipitación diaria,Precipitacion mensual acumulada,Especie,Nombre científico,Familia,Orden,Categoria,N° animal muestreado,Total Muestras,RT-PCR Tiempo Real IA Matrix A +,RT-PCR Tiempo Real IA Matrix A -,IDAG +,IDAG -,Secuenciación,Clasificación,Comentarios
242004,Vigilancia,14/03/2023,11,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71,-32,Coquimbo,LOS VILOS,LOS VILOS,15.5,22.6,73.1,0,0.2,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
242089,Vigilancia,14/03/2023,11,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71,-32,Coquimbo,LOS VILOS,LOS VILOS,15.5,22.6,73.1,0,0.2,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,2,1,1,,,,H5N1,Positivo,
242095,Vigilancia,14/03/2023,11,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71,-32,Coquimbo,LOS VILOS,LOS VILOS,15.5,22.6,73.1,0,0.2,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
242304,Vigilancia,15/03/2023,11,04.1.01.0628,04.1.01.0628,278708,6698624,19,-71,-30,Coquimbo,LA SERENA,LA SERENA,15,21.1,90,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,4,1,1,,,,H5N1,Positivo,
242337,Vigilancia,15/03/2023,11,06.2.05.0744,06.2.05.0744,234661,6239182,19,-72,-34,O'Higgins,NAVIDAD,NAVIDAD,4.7,26.3,66.8,0,0.2,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
243163,Vigilancia,16/03/2023,11,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71,-32,Coquimbo,LOS VILOS,LOS VILOS,9.8,24,64.7,0,0.2,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
243166,Vigilancia,16/03/2023,11,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71,-32,Coquimbo,LOS VILOS,LOS VILOS,9.8,24,64.7,0,0.2,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
242755,Vigilancia,17/03/2023,11,06.2.03.0401,06.2.03.0401,228216,6225552,19,-72,-34,O'Higgins,LITUECHE,LITUECHE,7,24.2,82.5,0,0.2,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
244155,Vigilancia,18/03/2023,11,04.1.02.0460,04.1.02.0460,266295,6657034,19,-71,-30,Coquimbo,COQUIMBO,COQUIMBO,16,20.5,88.9,0,0.4,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
243167,Vigilancia,18/03/2023,11,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71,-32,Coquimbo,LOS VILOS,LOS VILOS,12.2,23.3,75.1,0,0.2,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
243170,Vigilancia,18/03/2023,11,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71,-32,Coquimbo,LOS VILOS,LOS VILOS,12.2,23.3,75.1,0,0.2,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
244122,Vigilancia,19/03/2023,12,04.1.02.0457,04.1.02.0457,272111,6682925,19,-71,-30,Coquimbo,COQUIMBO,COQUIMBO,16,20.1,91.4,0,0.4,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
243179,Vigilancia,19/03/2023,12,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71,-32,Coquimbo,LOS VILOS,LOS VILOS,9.8,22.1,77.6,0,0.2,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
243072,Vigilancia,19/03/2023,12,05.6.02.0115,05.6.02.0115,253262,6307888,19,-72,-33,Valparaíso,ALGARROBO,ALGARROBO,11,20.9,94,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
244142,Vigilancia,20/03/2023,12,04.1.02.0471,04.1.02.0471,278659,6684854,19,-71,-30,Coquimbo,COQUIMBO,COQUIMBO,16.4,21.1,89.3,0,0.4,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
244163,Vigilancia,22/03/2023,12,04.1.02.0460,04.1.02.0460,266295,6657034,19,-71,-30,Coquimbo,COQUIMBO,COQUIMBO,15.9,18.2,92.3,0,0.4,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
244150,Vigilancia,22/03/2023,12,04.1.02.0487,04.1.02.0487,256044,6645667,19,-72,-30,Coquimbo,COQUIMBO,COQUIMBO,15.9,18.2,92.3,0,0.4,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
244021,Vigilancia,22/03/2023,12,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71,-32,Coquimbo,LOS VILOS,LOS VILOS,9.6,20.9,76.5,0,0.2,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
243718,Vigilancia,22/03/2023,12,06.2.05.0839,06.2.05.0839,232187,6233036,19,-72,-34,O'Higgins,NAVIDAD,NAVIDAD,5.1,26.6,78.9,0,0.2,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
243718,Vigilancia,22/03/2023,12,06.2.05.0839,06.2.05.0839,232187,6233036,19,-72,-34,O'Higgins,NAVIDAD,NAVIDAD,5.1,26.6,78.9,0,0.2,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
244832,Denuncia,23/03/2023,12,04.1.02.0489,04.1.02.0489,267693,6657342,19,-71,-30,Coquimbo,COQUIMBO,COQUIMBO,15.9,18.8,90.7,0,0.4,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
244827,Vigilancia,23/03/2023,12,04.1.04.0189,04.1.04.0189,252726,6759250,19,-72,-29,Coquimbo,LA HIGUERA,LA HIGUERA,15.8,21.3,82.9,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
244023,Vigilancia,23/03/2023,12,04.2.03.0599,04.2.03.0599,263978,6468328,19,-71,-32,Coquimbo,LOS VILOS,LOS VILOS,8.5,21.6,77.2,0,0.2,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
245358,Vigilancia,24/03/2023,12,03.2.01.0066,03.2.01.0066,338098,7084719,19,-71,-26,Atacama,CHAÑARAL,CHAÑARAL,17.3,23.7,73.9,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
244480,Vigilancia,24/03/2023,12,07.1.02.0322,07.1.02.0322,733119,6087087,18,-72,-35,Maule,CONSTITUCION,CONSTITUCION,7.5,23.4,72.1,0,1.5,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
245043,Denuncia,25/03/2023,12,04.1.02.0487,04.1.02.0487,256044,6645667,19,-72,-30,Coquimbo,COQUIMBO,COQUIMBO,14.5,20.8,86.1,0,0.4,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
244998,Vigilancia,25/03/2023,12,04.1.04.0189,04.1.04.0189,252726,6759250,19,-72,-29,Coquimbo,LA HIGUERA,LA HIGUERA,14.5,20.5,81.6,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
245001,Vigilancia,25/03/2023,12,04.1.04.0189,04.1.04.0189,252726,6759250,19,-72,-29,Coquimbo,LA HIGUERA,LA HIGUERA,14.5,20.5,81.6,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
245032,Vigilancia,25/03/2023,12,04.1.04.0189,04.1.04.0189,252726,6759250,19,-72,-29,Coquimbo,LA HIGUERA,LA HIGUERA,14.5,20.5,81.6,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
244807,Vigilancia,26/03/2023,13,04.1.02.0467,04.1.02.0467,273515,6682497,19,-71,-30,Coquimbo,COQUIMBO,COQUIMBO,14.3,19.9,88,0,0.4,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
244809,Vigilancia,26/03/2023,13,04.1.02.0467,04.1.02.0467,273515,6682497,19,-71,-30,Coquimbo,COQUIMBO,COQUIMBO,14.3,19.9,88,0,0.4,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
244629,Vigilancia,26/03/2023,13,05.1.01.0126,05.1.01.0126,254799,6339554,19,-72,-33,Valparaíso,VALPARAISO,VALPARAISO,11.5,19.1,91,0,1.9,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
244578,Vigilancia,26/03/2023,13,06.2.05.0755,06.2.05.0755,236625,6242737,19,-72,-34,O'Higgins,NAVIDAD,NAVIDAD,6,17.9,86,0,0.2,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,H5N1,Positivo,
245050,Vigilancia,27/03/2023,13,01.1.01.0038,01.1.01.0038,376367,7697206,19,-70,-21,Tarapacá,IQUIQUE,IQUIQUE,21.2,27.1,65.2,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,4,1,1,,,,,Positivo,
245328,Vigilancia,28/03/2023,13,05.1.03.0028,05.1.03.0028,265470,6355304,19,-72,-33,Valparaíso,CON CON,CON CON,10.8,18.9,82,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
246022,Vigilancia,31/03/2023,13,07.1.02.0322,07.1.02.0322,733119,6087087,18,-72,-35,Maule,CONSTITUCION,CONSTITUCION,7,23.5,64.1,0,3,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,4,1,1,,,,,Positivo,
246131,Vigilancia,1/04/2023,13,01.1.01.0059,01.1.01.0059,380771,7765756,19,-70,-20,Tarapacá,IQUIQUE,IQUIQUE,21.6,27.5,63,0,0,Guanay,Leucocarbo bougainvilliorum,Phalacrocoracidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
247462,Vigilancia,5/04/2023,14,05.1.01.0154,05.1.01.0154,253990,6340939,19,-72,-33,Valparaíso,VALPARAISO,VALPARAISO,9.5,21.2,73,0,0,Piquero,Sula variegata,Sulidae,Suliformes,Aves Silvestres,1,1,1,,,,,Positivo,
